Shigella dysenteriae Sd197, complete genome
Product Name	Start	End	Strand	Length	Gi	GeneID	Locus	Locus_tag	COG(s)
hypothetical protein SDY_2341 	2132350	2132532	-	60	82777560	3795430	ycaR	SDY_2341	COG2835S
hypothetical protein SDY_2342 	2132584	2133816	-	410	82777561	3795431	ycaQ	SDY_2342	COG3214S
tetraacyldisaccharide 4'-kinase 	2133853	2134839	-	328	82777562	3795432	lpxK	SDY_2343	COG1663M
lipid transporter ATP-binding/permease protein 	2134836	2136584	-	582	82777563	3795433	msbA	SDY_2344	COG1132V
hypothetical protein SDY_2345 	2136621	2138885	-	754	161950089	3795434	ycaI	SDY_2345	COG2333R
integration host factor subunit beta 	2139092	2139376	-	94	82777565	3795435	ihfB	SDY_2346	COG0776L
30S ribosomal protein S1 	2139536	2141209	-	557	82777566	3795436	rpsA	SDY_2347	COG0539J
cytidylate kinase 	2141320	2142003	-	227	82777567	3795437	cmk	SDY_2348	COG0283F
putative heat shock protein 	2142176	2142940	-	254	82777568	3795438	ycaL	SDY_2349	COG0501O
insertion sequence 2 OrfA protein 	2142994	2143404	+	136	82777569	3795439	-	SDY_2350	COG2963L
insertion element IS2 transposase InsD 	2143362	2144267	+	301	161950088	3795440	-	SDY_2351	COG2801L
IS4 orf 	2144465	2145811	+	448	82777571	3795441	-	SDY_2352	COG3385L
3-phosphoshikimate 1-carboxyvinyltransferase 	2145893	2147167	-	424	82777572	3795442	aroA	SDY_2353	COG0128E
phosphoserine aminotransferase 	2147238	2148326	-	362	82777573	3795443	serC	SDY_2354	COG1932HE
hypothetical protein SDY_2355 	2148525	2149217	-	230	82777574	3795444	ycaP	SDY_2355	COG2323S
hypothetical protein SDY_2356 	2149464	2151107	+	547	82777575	3795964	ycaO	SDY_2356	COG1944S
formate transporter 	2151514	2152371	+	285	82777576	3795965	focA	SDY_2357	COG2116P
formate acetyltransferase 1 	2152426	2154708	+	760	82777577	3795966	pflB	SDY_2358	COG1882C
pyruvate formate lyase-activating enzyme 1 	2154900	2155640	+	246	82777578	3795967	pflA	SDY_2359	COG1180O
iso-IS1 ORF2 	2156512	2156907	+	131	161950087	3795968	-	SDY_2360	COG1662L
IS600 ORF1 	2158741	2159043	-	100	82777580	3795969	-	SDY_2361	COG2963L
putative MFS family transporter protein 	2159533	2160681	-	382	82777581	3795971	ycaD	SDY_2363	COG2814G
hypothetical protein SDY_2364 	2160996	2161451	+	151	82777582	3795972	ycaC	SDY_2364	COG1335Q
anaerobic dimethyl sulfoxide reductase subunit C 	2161658	2162521	-	287	82777583	3795973	dmsC	SDY_2365	COG3302R
anaerobic dimethyl sulfoxide reductase subunit A 	2163150	2165507	-	785	82777584	3795975	dmsA	SDY_2367	COG0243C
seryl-tRNA synthetase 	2165833	2167125	-	430	82777585	3795976	serS	SDY_2368	COG0172J
recombination factor protein RarA 	2167216	2168559	-	447	82777586	3795977	ycaJ	SDY_2369	COG2256L
outer-membrane lipoprotein carrier protein 	2168570	2169184	-	204	82777587	3795978	lolA	SDY_2370	COG2834M
DNA translocase FtsK 	2169336	2173442	-	1368	82777588	3795979	ftsK	SDY_2371	COG1674D
leucine-responsive transcriptional regulator 	2173577	2174071	-	164	82777589	3795980	lrp	SDY_2372	COG1522K
thioredoxin reductase 	2174616	2175581	+	321	82777590	3795981	trxB	SDY_2373	COG0492O
cysteine/glutathione ABC transporter membrane/ATP-binding component 	2175704	2177470	+	588	82777591	3795982	cydD	SDY_2374	COG4988CO
cysteine/glutathione ABC transporter membrane/ATP-binding component 	2177471	2179192	+	573	82777592	3798901	cydC	SDY_2375	COG4987CO
leucyl/phenylalanyl-tRNA--protein transferase 	2179234	2179938	+	234	82777593	3798902	aat	SDY_2376	COG2360O
translation initiation factor IF-1 	2180223	2180441	+	72	82777594	3798903	infA	SDY_2377	COG0361J
ATP-dependent Clp protease ATP-binding subunit 	2181125	2183401	-	758	82777595	3798905	clpA	SDY_2379	COG0542O
ATP-dependent Clp protease adaptor protein ClpS 	2183431	2183751	-	106	82777596	3798906	clpS	SDY_2380	COG2127S
stationary phase/starvation inducible regulatory protein CspD 	2184074	2184298	+	74	82777597	3798907	cspD	SDY_2381	COG1278K
macrolide transporter ATP-binding /permease protein 	2184371	2186323	-	650	82777598	3798908	ybjZ	SDY_2382	COG1136V
macrolide transporter subunit MacA 	2186320	2187369	-	349	161950086	3798909	-	SDY_2383	COG1566V
putative enzyme 	2187484	2188476	+	330	82777600	3798910	ybjX	SDY_2384	COG2990S
hypothetical protein SDY_2385 	2188473	2190131	-	552	82777601	3798911	ybjD	SDY_2385	COG3593L
IS1 ORF2 	2190304	2190681	-	125	82777602	3798912	insB	SDY_2386	COG1662L
IS1 ORF1 	2190726	2191001	-	91	82777603	3798913	insA	SDY_2387	COG3677L
aquaporin Z 	2191334	2192011	+	225	82777604	3798914	aqpZ	SDY_2388	COG0580G
putative surface protein 	2192145	2193044	+	299	82777605	3798915	ybjE	SDY_2389	COG2431S
hydroxylamine reductase 	2193188	2194840	+	550	161950085	3798916	ybjW	SDY_2390	COG1151C
HCP oxidoreductase, NADH-dependent 	2194852	2195820	+	322	82777607	3798917	-	SDY_2391	COG1018C
pyruvate dehydrogenase 	2195953	2197671	+	572	82777608	3798918	poxB	SDY_2392	COG0028EH
L-threonine aldolase 	2197708	2198709	+	333	82777609	3798919	ybjU	SDY_2393	COG2008E
putative dTDP-glucose enzyme 	2198720	2200150	+	476	82777610	3797969	ybjT	SDY_2394	COG0702MG
putative nucleotide di-P-sugar epimerase or dehydratase 	2200213	2201262	+	349	82777611	3797970	-	SDY_2395	COG0451MG
putative regulator 	2201259	2202089	-	276	82777612	3797971	-	SDY_2396	COG3023V
hypothetical protein SDY_2397 	2202086	2202409	-	107	82777613	3797972	-	SDY_2397	COG0393S
IS1 ORF1 	2203083	2203358	+	91	82777614	3797973	insA	SDY_2398	COG3677L
hypothetical protein SDY_2399 	2203715	2204317	-	200	82777615	3797974	-	SDY_2399	-
iso-IS1 ORF2 	2204333	2204728	-	131	82777616	3797975	-	SDY_2400	COG1662L
hypothetical protein SDY_2401 	2205067	2205846	-	259	82777617	3797976	-	SDY_2401	-
iso-IS1 ORF2 	2206469	2206864	+	131	82777618	3797977	-	SDY_2402	COG1662L
putative lipoprotein 	2207399	2207785	+	128	82777619	3797978	ybjP	SDY_2403	-
arginine transporter ATP-binding subunit 	2208003	2208731	+	242	82777620	3797979	artP	SDY_2404	COG4161E
arginine 3rd transport system periplasmic binding protein 	2208749	2209480	+	243	82777621	3797980	artI	SDY_2405	COG0834ET
arginine transporter permease subunit ArtQ 	2209487	2210203	+	238	82777622	3797981	artQ	SDY_2406	COG4215E
arginine transporter permease subunit ArtM 	2210203	2210871	+	222	82777623	3797982	artM	SDY_2407	COG4160E
iso-IS1 ORF2 	2211498	2211713	-	71	82777624	3797984	-	SDY_2409	COG1662L
IS600 ORF2 	2211710	2212519	-	269	82777625	3797985	-	SDY_2410	COG2801L
IS600 ORF1 	2212660	2212962	-	100	82777626	3797986	-	SDY_2411	COG2963L
iso-IS1 ORF2 	2213019	2213162	-	47	82777627	3797987	-	SDY_2412	COG1662L
hypothetical protein SDY_2413 	2213357	2213557	+	66	82777628	3797407	-	SDY_2413	-
putative DNA-binding protein Roi of bacteriophage BP-933W 	2213696	2214424	-	242	82777629	3797408	-	SDY_2414	COG3645S
putative antirepressor protein 	2214493	2215356	-	287	82777630	3797409	-	SDY_2415	COG3561K
hypothetical protein SDY_2416 	2215810	2216118	+	102	82777631	3797410	-	SDY_2416	COG3620K
putative recombination protein 	2216333	2216743	-	136	82777632	3797411	ninB	SDY_2417	-
IS600 ORF2 	2216796	2217584	-	262	82777633	3797412	-	SDY_2418	COG2801L
IS600 ORF1 	2217725	2218027	-	100	82777634	3797413	-	SDY_2419	COG2963L
integrase 	2218110	2219165	+	351	82777635	3797414	-	SDY_2420	COG4974L
hypothetical protein SDY_2421 	2219223	2219783	-	186	82777636	3797415	-	SDY_2421	COG3234S
hypothetical protein SDY_2422 	2219780	2220256	-	158	82777637	3797416	-	SDY_2422	COG4685S
DNA gyrase subunit A 	2220357	2222984	-	875	82777638	3797417	gyrA	SDY_2423	COG0188L
3-demethylubiquinone-9 3-methyltransferase 	2223131	2223853	+	240	82777639	3797418	ubiG	SDY_2424	COG2227H
putative ATP-binding component of a transport system 	2223994	2226156	-	720	82777640	3797419	yfaL	SDY_2425	COG3468MU
hypothetical protein SDY_2426 	2226292	2226945	-	217	82777641	3797420	-	SDY_2426	-
hypothetical protein SDY_2427 	2227168	2227698	-	176	82777642	3797421	-	SDY_2427	-
ribonucleotide-diphosphate reductase subunit alpha 	2228442	2230727	+	761	82777643	3797422	nrdA	SDY_2428	COG0209F
ribonucleotide-diphosphate reductase subunit beta 	2230873	2232003	+	376	82777644	3797423	nrdB	SDY_2429	COG0208F
2Fe-2S ferredoxin YfaE 	2232003	2232257	+	84	82777645	3797424	yfaE	SDY_2430	COG0633C
hypothetical protein SDY_2431 	2232311	2232871	-	186	82777646	3797425	inaA	SDY_2431	-
putative antibiotic resistance protein 	2233042	2234232	-	396	82777647	3797426	-	SDY_2432	COG2814G
putative transcriptional regulator 	2234615	2235268	+	217	82777648	3798234	-	SDY_2433	COG0583K
glycerophosphodiester phosphodiesterase 	2235313	2236392	-	359	82777649	3798235	glpQ	SDY_2434	COG0584C
sn-glycerol-3-phosphate transporter 	2236397	2237755	-	452	82777650	3798236	glpT	SDY_2435	COG2271G
sn-glycerol-3-phosphate dehydrogenase subunit A 	2238028	2239656	+	542	82777651	3798237	glpA	SDY_2436	COG0578C
anaerobic glycerol-3-phosphate dehydrogenase subunit B 	2239646	2240905	+	419	82777652	3798238	glpB	SDY_2437	COG3075E
sn-glycerol-3-phosphate dehydrogenase subunit C 	2240902	2242092	+	396	82777653	3798239	glpC	SDY_2438	COG0247C
hypothetical protein SDY_2439 	2242285	2243211	+	308	82777654	3798240	yfaD	SDY_2439	COG5464S
putative aldolase 	2243252	2244055	-	267	82777655	3798241	-	SDY_2440	COG3836G
IS1 ORF2 	2245527	2245904	+	125	82777656	3798243	insB	SDY_2442	COG1662L
IS1 ORF2 	2247227	2247604	-	125	82777657	3798245	insB	SDY_2444	COG1662L
IS1 ORF1 	2247649	2247924	-	91	82777658	3798246	insA	SDY_2445	COG3677L
putative regulator 	2248192	2248602	-	136	82777659	3798247	-	SDY_2446	COG1414K
hypothetical protein SDY_2447 	2248589	2248813	-	74	82777660	3798248	-	SDY_2447	-
iso-IS1 ORF2 	2249008	2249403	+	131	82777661	3798249	-	SDY_2448	COG1662L
hypothetical protein SDY_2449 	2249487	2250014	+	175	82777662	3798250	-	SDY_2449	COG0399M
putative sugar transferase 	2250018	2250794	+	258	82777663	3798251	-	SDY_2450	COG0463M
putative transformylase 	2250985	2252619	+	544	82777664	3798252	-	SDY_2451	COG0223J
hypothetical protein SDY_2452 	2252964	2253854	+	296	82777665	3797275	-	SDY_2452	COG0726G
4-amino-4-deoxy-L-arabinose transferase 	2253854	2255506	+	550	82777666	3797276	arnT	SDY_2453	COG1807M
hypothetical protein SDY_2454 	2255838	2256224	+	128	161950084	3797277	-	SDY_2454	-
polymyxin resistance protein B 	2256252	2256512	-	86	82777668	3797278	pmrD	SDY_2455	-
O-succinylbenzoic acid--CoA ligase 	2256592	2257947	-	451	82777669	3797279	menE	SDY_2456	COG0318IQ
O-succinylbenzoate synthase 	2257944	2258906	-	320	82777670	3797280	menC	SDY_2457	COG1441H
naphthoate synthase 	2258906	2259763	-	285	82777671	3797281	menB	SDY_2458	COG0447H
acyl-CoA thioester hydrolase YfbB 	2259778	2260536	-	252	82777672	3797282	yfbB	SDY_2459	COG0596R
2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase 	2260533	2262203	-	556	82777673	3797283	menD	SDY_2460	COG1165H
isochorismate hydroxymutase 2, menaquinone biosynthesis 	2262292	2263587	-	431	161950083	3797284	menF	SDY_2461	COG1169HQ
hypothetical protein SDY_2462 	2263666	2263971	-	101	82777675	3797285	elaB	SDY_2462	COG4575S
hypothetical protein SDY_2463 	2264026	2264487	-	153	82777676	3797286	elaA	SDY_2463	COG2153R
ribonuclease Z 	2264552	2265469	+	305	161950082	3797287	elaC	SDY_2464	COG1234R
IS1 ORF1 	2266277	2266552	+	91	82777678	3797289	insA	SDY_2466	COG3677L
IS1 ORF2 	2266597	2266974	+	125	82777679	3797290	insB	SDY_2467	COG1662L
iso-IS1 ORF2 	2266968	2267306	-	112	82777680	3797291	-	SDY_2468	COG1662L
iso-IS1 ORF2 	2268383	2268778	+	131	82777681	3797292	-	SDY_2469	COG1662L
hypothetical protein SDY_2470 	2268779	2269063	+	94	82777682	3797293	-	SDY_2470	-
hypothetical protein SDY_2471 	2269166	2269669	+	167	82777683	3797294	yfbM	SDY_2471	-
NADH dehydrogenase subunit N 	2269736	2271193	-	485	161950081	3797592	nuoN	SDY_2472	COG1007C
NADH dehydrogenase subunit M 	2271200	2272729	-	509	82777685	3797593	nuoM	SDY_2473	COG1008C
NADH dehydrogenase subunit L 	2272960	2274801	-	613	82777686	3797594	nuoL	SDY_2474	COG1009CP
NADH dehydrogenase subunit K 	2274798	2275100	-	100	82777687	3797595	nuoK	SDY_2475	COG0713C
NADH dehydrogenase subunit J 	2275097	2275651	-	184	82777688	3797596	nuoJ	SDY_2476	COG0839C
NADH dehydrogenase subunit I 	2275663	2276205	-	180	82777689	3797597	nuoI	SDY_2477	COG1143C
NADH dehydrogenase subunit H 	2276220	2277197	-	325	82777690	3797598	nuoH	SDY_2478	COG1005C
NADH dehydrogenase subunit G 	2277194	2279926	-	910	82777691	3797599	nuoG	SDY_2479	COG1034C
NADH dehydrogenase I subunit F 	2279973	2281310	-	445	82777692	3797600	nuoF	SDY_2480	COG1894C
NADH dehydrogenase subunit E 	2281307	2281807	-	166	82777693	3797601	nuoE	SDY_2481	COG1905C
bifunctional NADH:ubiquinone oxidoreductase subunit C/D 	2281810	2283612	-	600	82777694	3797602	nuoC	SDY_2482	COG0649C
NADH dehydrogenase subunit B 	2283706	2284368	-	220	82777695	3797603	nuoB	SDY_2483	COG0377C
NADH dehydrogenase subunit A 	2284384	2284827	-	147	82777696	3797604	nuoA	SDY_2484	COG0838C
LysR family NADH dehydrogenase transcriptional regulator 	2285459	2286397	-	312	82777697	3797605	lrhA	SDY_2485	COG0583K
aminotransferase AlaT 	2287311	2288528	+	405	82777698	3797606	-	SDY_2486	COG0436E
hypothetical protein SDY_2487 	2288612	2289211	+	199	82777699	3797607	-	SDY_2487	COG1896R
putative transport protein 	2289270	2291102	-	610	82777700	3797608	yfbS	SDY_2488	COG0471P
putative phosphatase 	2291189	2291839	-	216	82777701	3797609	yfbT	SDY_2489	COG0637R
hypothetical protein SDY_2490 	2291850	2292344	-	164	161950080	3797610	-	SDY_2490	COG3013S
hypothetical protein SDY_2491 	2292427	2292882	-	151	82777703	3799537	-	SDY_2491	COG3092S
acetate kinase 	2293220	2294422	+	400	82777704	3799538	ackA	SDY_2492	COG0282C
phosphate acetyltransferase 	2294497	2296641	+	714	82777705	3799539	pta	SDY_2493	COG0857R
hypothetical protein SDY_2494 	2296831	2298351	+	506	161950079	3799540	yfcC	SDY_2494	COG1288S
putative regulator 	2298384	2298926	-	180	82777707	3799541	-	SDY_2495	-
phosphodiesterase 	2298984	2299538	-	184	82777708	3799542	yfcE	SDY_2496	COG0622R
hypothetical protein SDY_2497 	2299591	2299911	-	106	82777709	3799543	-	SDY_2497	-
hypothetical protein SDY_2498 	2299912	2300235	-	107	82777710	3799544	yfcF	SDY_2498	COG0625O
glutathione S-transferase 	2300371	2301018	+	215	82777711	3799545	yfcG	SDY_2499	COG0625O
D-erythro-7,8-dihydroneopterin triphosphate 2'-epimerase 	2301075	2301437	+	120	82777712	3799546	folX	SDY_2500	COG1539H
putative sugar nucleotide epimerase 	2301458	2302351	+	297	82777713	3799547	-	SDY_2501	COG1090R
hypothetical protein SDY_2502 	2302399	2303019	-	206	82777714	3799548	yfcI	SDY_2502	COG5464S
iso-IS1 ORF2 	2303391	2303573	+	60	82777715	3799549	-	SDY_2503	COG1662L
iso-IS1 ORF2 	2303570	2303785	+	71	82777716	3799550	-	SDY_2504	COG1662L
histidine/lysine/arginine/ornithine transporter subunit 	2304242	2305015	-	257	82777717	3799551	hisP	SDY_2505	COG4598E
histidine transport, membrane protein M 	2305023	2305739	-	238	82777718	3799552	hisM	SDY_2506	COG4160E
histidine transport system permease protein 	2305736	2306422	-	228	82777719	3799553	hisQ	SDY_2507	COG4215E
histidine-binding periplasmic protein of high-affinity histidine transport system 	2306512	2307294	-	260	82777720	3799554	hisJ	SDY_2508	COG0834ET
lysine-, arginine-, ornithine-binding periplasmic protein 	2307515	2308297	-	260	82777721	3799555	argT	SDY_2509	COG0834ET
3-octaprenyl-4-hydroxybenzoate carboxy-lyase 	2308562	2309131	-	189	82777722	3799556	ubiX	SDY_2510	COG0163H
amidophosphoribosyltransferase 	2309226	2310743	-	505	82777723	3797651	purF	SDY_2511	COG0034F
colicin V production protein 	2310780	2311268	-	162	82777724	3797652	cvpA	SDY_2512	COG1286R
hypothetical protein SDY_2513 	2311709	2312371	-	220	161950078	3797653	dedD	SDY_2513	COG3147S
bifunctional folylpolyglutamate synthase/ dihydrofolate synthase 	2312361	2313629	-	422	82777726	3797654	folC	SDY_2514	COG0285H
acetyl-CoA carboxylase subunit beta 	2313699	2314613	-	304	82777727	3797655	accD	SDY_2515	COG0777I
hypothetical protein SDY_2516 	2314769	2315428	-	219	82777728	3797656	dedA	SDY_2516	COG0586S
tRNA pseudouridine synthase A 	2315511	2316323	-	270	82777729	3797657	truA	SDY_2517	COG0101J
putative semialdehyde dehydrogenase 	2316323	2317336	-	337	82777730	3797658	usg	SDY_2518	COG0136E
erythronate-4-phosphate dehyrogenase 	2317402	2318538	-	378	82777731	3797659	pdxB	SDY_2519	COG0111HE
flagella biosynthesis regulator 	2318637	2319632	+	331	82777732	3797660	flk	SDY_2520	-
hypothetical protein SDY_2521 	2319629	2320081	-	150	82777733	3797661	-	SDY_2521	-
3-oxoacyl-(acyl carrier protein) synthase I 	2320477	2321697	-	406	82777734	3797662	fabB	SDY_2522	COG0304IQ
5-methylaminomethyl-2-thiouridine methyltransferase 	2321856	2323862	+	668	161950077	3797663	mnmC	SDY_2523	COG4121S
hypothetical protein SDY_2524 	2323983	2324261	-	92	82777736	3797664	-	SDY_2524	-
putative transporting ATPase 	2324295	2324843	-	182	82777737	3797665	-	SDY_2525	COG3101S
penicillin-insensitive murein endopeptidase 	2325652	2326476	-	274	82777738	3797667	mepA	SDY_2527	COG3770M
chorismate synthase 	2326480	2327565	-	361	82777739	3797668	aroC	SDY_2528	COG0082E
N5-glutamine S-adenosyl-L-methionine-dependent methyltransferase 	2327600	2328865	-	421	82777741	3797631	yfcB	SDY_2530	COG2890J
hypothetical protein SDY_2529 	2328698	2329249	+	183	82777740	3797669	-	SDY_2529	COG2840S
hypothetical protein SDY_2531 	2329418	2329927	-	169	82777742	3797632	-	SDY_2531	-
putative fimbrial-like protein 	2330258	2330797	-	179	82777743	3797633	-	SDY_2532	COG3539NU
hypothetical protein SDY_2533 	2330794	2331282	-	162	82777744	3797634	-	SDY_2533	COG3539NU
putative fimbrial protein 	2331279	2331785	-	168	82777745	3797635	-	SDY_2534	COG3539NU
putative chaperone 	2331801	2332550	-	249	82777746	3797636	yfcS	SDY_2535	COG3121NU
hypothetical protein SDY_2536 	2332573	2333172	-	199	82777747	3797637	-	SDY_2536	COG3188NU
putative fimbrial usher 	2333151	2334881	-	576	82777748	3797638	-	SDY_2537	COG3188NU
putative fimbrial-like protein 	2335368	2335856	-	162	82777749	3797639	-	SDY_2538	COG3539NU
IS1 ORF2 	2336242	2336619	-	125	82777750	3797640	insB	SDY_2539	COG1662L
IS1 ORF1 	2336664	2336939	-	91	82777751	3797641	insA	SDY_2540	COG3677L
phosphohistidine phosphatase 	2337298	2337783	-	161	82777752	3797642	-	SDY_2541	COG2062T
multifunctional fatty acid oxidation complex subunit alpha 	2337986	2340130	-	714	82777753	3797643	fadJ	SDY_2542	COG1250I
3-ketoacyl-CoA thiolase 	2340130	2341440	-	436	82777754	3797644	fadI	SDY_2543	COG0183I
hypothetical protein SDY_2544 	2341621	2341929	-	102	82777755	3797645	-	SDY_2544	COG3691S
long-chain fatty acid outer membrane transporter 	2342270	2343616	+	448	82777756	3797646	fadL	SDY_2545	COG2067I
hypothetical protein SDY_2546 	2343748	2343987	-	79	82777757	3797647	-	SDY_2546	-
iso-IS1 ORF2 	2344168	2344452	+	94	82777758	3797648	-	SDY_2547	COG1662L
IS1 ORF2 	2344556	2344933	-	125	82777759	3797649	insB	SDY_2548	COG1662L
IS1 ORF1 	2344978	2345253	-	91	82777760	3797650	insA	SDY_2549	COG3677L
lipoprotein precursor 	2346527	2347282	-	251	82777761	3795635	vacJ	SDY_2550	COG2853M
putative transport 	2347575	2348507	+	310	82777762	3795636	yfdC	SDY_2551	COG2116P
IS1 ORF2 	2349124	2349501	-	125	82777763	3795638	insB	SDY_2553	COG1662L
IS1 ORF1 	2349546	2349821	-	91	82777764	3795639	insA	SDY_2554	COG3677L
iso-IS1 ORF2 	2350792	2351187	+	131	82777765	3795640	-	SDY_2555	COG1662L
sucrose hydrolase 	2353098	2354531	+	477	82777766	3795643	-	SDY_2558	COG1621G
sucrose operon repressor 	2354539	2355534	-	331	82777767	3795644	-	SDY_2559	COG1609K
D-serine permease 	2355777	2355995	+	72	82777768	3795645	-	SDY_2560	COG2610GE
D-serine dehydratase 	2356013	2357341	+	442	82777769	3795646	dsdA	SDY_2561	COG3048E
multidrug resistance protein Y 	2357449	2358987	-	512	82777770	3795647	emrY	SDY_2562	COG2814G
multidrug resistance protein K 	2358987	2360150	-	387	82777771	3795648	emrK	SDY_2563	COG1566V
iso-IS1 ORF2 	2361236	2361631	+	131	82777772	3795650	-	SDY_2565	COG1662L
iso-IS1 ORF2 	2363192	2363587	-	131	82777773	3795652	-	SDY_2567	COG1662L
IS1 ORF1 	2364711	2364986	-	91	82777774	3797086	insA	SDY_2568	COG3677L
hypothetical protein SDY_2569 	2365253	2366437	-	394	82777775	3797087	yfdE	SDY_2569	COG1804C
putative transporter YfdV 	2366472	2367416	-	314	82777776	3797088	-	SDY_2570	COG0679R
putative oxalyl-CoA decarboxylase 	2367486	2369180	-	564	82777777	3797089	-	SDY_2571	COG0028EH
formyl-coenzyme A transferase 	2369234	2370484	-	416	82777778	3797090	-	SDY_2572	COG1804C
hypothetical protein SDY_2573 	2370996	2371628	-	210	82777779	3797091	-	SDY_2573	-
hypothetical protein SDY_2574 	2371924	2372199	+	91	82777780	3797092	-	SDY_2574	-
hypothetical protein SDY_2575 	2372276	2372518	-	80	82777781	3797093	-	SDY_2575	-
lipid A biosynthesis palmitoleoyl acyltransferase 	2372871	2373791	+	306	161950076	3797094	ddg	SDY_2576	COG1560M
aminotransferase 	2374284	2375522	-	412	82777783	3797095	-	SDY_2577	COG0436E
hypothetical protein SDY_2578 	2375602	2375847	-	81	82777784	3797096	-	SDY_2578	-
putative sensor protein 	2375899	2377596	+	565	82777785	3797097	-	SDY_2579	COG3275T
exoaminopeptidase 	2381611	2382648	-	345	82777786	3797101	-	SDY_2583	COG1363G
putative peptidase 	2382648	2383562	-	304	82777787	3797102	-	SDY_2584	COG0006E
putative transport protein 	2383577	2384824	-	415	82777788	3797103	-	SDY_2585	COG1299G
putative PTS system enzyme IIB component 	2384846	2385172	-	108	82777789	3797104	-	SDY_2586	COG1445G
glucokinase 	2385391	2386356	-	321	82777790	3797105	glk	SDY_2587	COG0837G
manganese transport protein MntH 	2386735	2387973	-	412	82777791	3798544	-	SDY_2588	COG1914P
insertion sequence 2 OrfA protein 	2388271	2388681	+	136	82777792	3798545	-	SDY_2589	COG2963L
IS2 ORF2 	2388705	2389433	+	242	82777793	3798546	-	SDY_2590	COG2801L
iso-IS1 ORF2 	2389430	2389645	-	71	82777794	3798547	-	SDY_2591	COG1662L
hypothetical protein SDY_2592 	2390020	2390292	+	90	82777795	3798548	-	SDY_2592	-
permease of transport system for 3 nucleosides 	2390420	2391622	+	400	82777796	3798549	nupC	SDY_2593	COG1972F
hypothetical protein SDY_2596 	2394271	2394630	+	119	82777797	3798552	yfeC	SDY_2596	-
hypothetical protein SDY_2597 	2394632	2395024	+	130	82777798	3798553	yfeD	SDY_2597	-
putative virulence protein 	2395064	2396272	-	402	82777799	3798554	-	SDY_2598	COG0675L
putative transposase TnA 	2396280	2396822	+	180	82777800	3798555	-	SDY_2599	COG1943L
glutamyl-tRNA synthetase 	2396823	2398238	-	471	82777801	3798556	gltX	SDY_2600	COG0008J
hypothetical protein SDY_2604 	2399046	2399387	+	113	82777802	3799788	flxA	SDY_2604	-
putative cytochrome oxidase 	2400394	2401392	+	332	82777803	3799790	yfeH	SDY_2606	COG0385R
hypothetical protein SDY_2607 	2401389	2401607	-	72	82777804	3799791	-	SDY_2607	COG3530S
NAD-dependent DNA ligase LigA 	2401609	2403624	-	671	82777805	3799792	ligA	SDY_2608	COG0272L
cell division protein ZipA 	2403695	2404693	-	332	82777806	3799793	zipA	SDY_2609	COG3115D
putative sulfate transport protein CysZ 	2404923	2405684	+	253	82777807	3799794	cysZ	SDY_2610	COG2981E
cysteine synthase A 	2405869	2406840	+	323	82777808	3799795	cysK	SDY_2611	COG0031E
phosphohistidinoprotein-hexose phosphotransferase component of PTS system (Hpr) 	2407224	2407481	+	85	82777809	3799796	ptsH	SDY_2612	COG1925G
phosphoenolpyruvate-protein phosphotransferase 	2407526	2409253	+	575	82777810	3799797	ptsI	SDY_2613	COG1080G
glucose-specific PTS system component 	2409294	2409803	+	169	82777811	3799798	crr	SDY_2614	COG2190G
pyridoxal kinase 	2409846	2410697	-	283	82777812	3799799	pdxK	SDY_2615	COG2240H
hypothetical protein SDY_2616 	2410802	2411170	+	122	82777813	3799800	yfeK	SDY_2616	-
cysteine synthase B 	2411173	2412084	-	303	82777814	3799801	cysM	SDY_2617	COG0031E
sulfate/thiosulfate transporter subunit 	2412218	2413315	-	365	82777815	3799802	cysA	SDY_2618	COG1118P
sulfate/thiosulfate transporter permease subunit 	2413305	2414180	-	291	82777816	3799803	cysW	SDY_2619	COG4208P
sulfate/thiosulfate transporter subunit 	2414180	2415013	-	277	82777817	3799804	cysU	SDY_2620	COG0555O
thiosulfate transporter subunit 	2415013	2416029	-	338	82777818	3799805	cysP	SDY_2621	COG4150P
short chain dehydrogenase 	2416333	2417124	-	263	161950075	3797949	ucpA	SDY_2622	COG1028IQR
hypothetical protein SDY_2623 	2417253	2418110	-	285	82777820	3797950	yfeT	SDY_2623	COG1737K
N-acetylmuramic acid-6-phosphate etherase 	2418274	2419170	+	298	82777821	3797951	murQ	SDY_2624	COG2103R
N-acetylmuramic acid phosphotransfer permease 	2419174	2420598	+	474	82777822	3797952	murP	SDY_2625	COG1263G
iso-IS1 ORF2 	2421524	2421739	-	71	82777823	3797954	-	SDY_2627	COG1662L
iso-IS1 ORF2 	2421736	2421960	-	74	82777824	3797955	-	SDY_2628	COG1662L
hypothetical protein SDY_2629 	2422738	2423664	-	308	82777825	3797956	-	SDY_2629	COG2837P
hypothetical protein SDY_2630 	2423733	2424308	-	191	82777826	3797957	-	SDY_2630	-
hypothetical protein SDY_2631 	2424369	2424824	-	151	82777827	3797958	-	SDY_2631	-
putative acetyltransferase 	2424805	2425230	-	141	161950074	3797959	-	SDY_2632	COG0456R
N-acetylmuramoyl-l-alanine amidase I 	2425444	2426313	+	289	82777829	3797960	amiA	SDY_2633	COG0860M
coproporphyrinogen III oxidase 	2426317	2427216	+	299	82777830	3797961	hemF	SDY_2634	COG0408H
